Cut sets,BE1,BE10,BE11,BE12,BE2,BE3,BE4,BE5,BE6,BE7,BE8,BE9,T,N
462,0,0,0,1,1,1,0,0,1,1,1,0,1,24
463,0,0,0,1,1,1,0,0,1,1,1,1,1,27
464,0,0,0,1,1,1,0,1,0,0,0,0,1,27
465,0,0,0,1,1,1,0,1,0,0,0,1,1,21
466,0,0,0,1,1,1,0,1,0,0,1,0,1,25
467,0,0,0,1,1,1,0,1,0,0,1,1,1,21
468,0,0,0,1,1,1,0,1,0,1,0,0,1,17
469,0,0,0,1,1,1,0,1,0,1,0,1,1,24
470,0,0,0,1,1,1,0,1,0,1,1,0,1,22
471,0,0,0,1,1,1,0,1,0,1,1,1,1,31
472,0,0,0,1,1,1,0,1,1,0,0,0,1,30
473,0,0,0,1,1,1,0,1,1,0,0,1,1,21
474,0,0,0,1,1,1,0,1,1,0,1,0,1,32
475,0,0,0,1,1,1,0,1,1,0,1,1,1,21
476,0,0,0,1,1,1,0,1,1,1,0,0,1,25
477,0,0,0,1,1,1,0,1,1,1,0,1,1,19
478,0,0,0,1,1,1,0,1,1,1,1,0,1,23
479,0,0,0,1,1,1,0,1,1,1,1,1,1,27
480,0,0,0,1,1,1,1,0,0,0,0,0,1,21
481,0,0,0,1,1,1,1,0,0,0,0,1,1,29
482,0,0,0,1,1,1,1,0,0,0,1,0,1,19
483,0,0,0,1,1,1,1,0,0,0,1,1,1,22
484,0,0,0,1,1,1,1,0,0,1,0,0,1,25
485,0,0,0,1,1,1,1,0,0,1,0,1,1,15
486,0,0,0,1,1,1,1,0,0,1,1,0,1,29
487,0,0,0,1,1,1,1,0,0,1,1,1,1,25
488,0,0,0,1,1,1,1,0,1,0,0,0,1,17
489,0,0,0,1,1,1,1,0,1,0,0,1,1,30
490,0,0,0,1,1,1,1,0,1,0,1,0,1,20
491,0,0,0,1,1,1,1,0,1,0,1,1,1,18
492,0,0,0,1,1,1,1,0,1,1,0,0,1,22
493,0,0,0,1,1,1,1,0,1,1,0,1,1,14
494,0,0,0,1,1,1,1,0,1,1,1,0,1,19
495,0,0,0,1,1,1,1,0,1,1,1,1,1,21
496,0,0,0,1,1,1,1,1,0,0,0,0,1,26
497,0,0,0,1,1,1,1,1,0,0,0,1,1,15
498,0,0,0,1,1,1,1,1,0,0,1,0,1,33
499,0,0,0,1,1,1,1,1,0,0,1,1,1,22
500,0,0,0,1,1,1,1,1,0,1,0,0,1,30
501,0,0,0,1,1,1,1,1,0,1,0,1,1,27
502,0,0,0,1,1,1,1,1,0,1,1,0,1,19
503,0,0,0,1,1,1,1,1,0,1,1,1,1,18
504,0,0,0,1,1,1,1,1,1,0,0,0,1,27
505,0,0,0,1,1,1,1,1,1,0,0,1,1,24
506,0,0,0,1,1,1,1,1,1,0,1,0,1,21
507,0,0,0,1,1,1,1,1,1,0,1,1,1,23
508,0,0,0,1,1,1,1,1,1,1,0,0,1,31
509,0,0,0,1,1,1,1,1,1,1,0,1,1,28
510,0,0,0,1,1,1,1,1,1,1,1,0,1,31
511,0,0,0,1,1,1,1,1,1,1,1,1,1,25
512,0,0,1,0,0,0,0,0,0,0,0,0,0,21
513,0,0,1,0,0,0,0,0,0,0,0,1,0,28
514,0,0,1,0,0,0,0,0,0,0,1,0,0,22
515,0,0,1,0,0,0,0,0,0,0,1,1,0,21
516,0,0,1,0,0,0,0,0,0,1,0,0,0,29
517,0,0,1,0,0,0,0,0,0,1,0,1,1,15
518,0,0,1,0,0,0,0,0,0,1,1,0,1,31
519,0,0,1,0,0,0,0,0,0,1,1,1,1,29
520,0,0,1,0,0,0,0,0,1,0,0,0,0,31
521,0,0,1,0,0,0,0,0,1,0,0,1,1,22
522,0,0,1,0,0,0,0,0,1,0,1,0,1,22
523,0,0,1,0,0,0,0,0,1,0,1,1,1,22
524,0,0,1,0,0,0,0,0,1,1,0,0,0,21
525,0,0,1,0,0,0,0,0,1,1,0,1,1,20
526,0,0,1,0,0,0,0,0,1,1,1,0,1,26
527,0,0,1,0,0,0,0,0,1,1,1,1,1,27
528,0,0,1,0,0,0,0,1,0,0,0,0,0,17
529,0,0,1,0,0,0,0,1,0,0,0,1,0,23
530,0,0,1,0,0,0,0,1,0,0,1,0,0,18
531,0,0,1,0,0,0,0,1,0,0,1,1,0,17
532,0,0,1,0,0,0,0,1,0,1,0,0,0,25
533,0,0,1,0,0,0,0,1,0,1,0,1,1,14
534,0,0,1,0,0,0,0,1,0,1,1,0,1,33
535,0,0,1,0,0,0,0,1,0,1,1,1,1,36
536,0,0,1,0,0,0,0,1,1,0,0,0,0,16
537,0,0,1,0,0,0,0,1,1,0,0,1,1,27
538,0,0,1,0,0,0,0,1,1,0,1,0,1,19
539,0,0,1,0,0,0,0,1,1,0,1,1,1,25
540,0,0,1,0,0,0,0,1,1,1,0,0,0,35
541,0,0,1,0,0,0,0,1,1,1,0,1,1,23
542,0,0,1,0,0,0,0,1,1,1,1,0,1,25
543,0,0,1,0,0,0,0,1,1,1,1,1,1,26
544,0,0,1,0,0,0,1,0,0,0,0,0,0,25
545,0,0,1,0,0,0,1,0,0,0,0,1,0,30
546,0,0,1,0,0,0,1,0,0,0,1,0,0,20
547,0,0,1,0,0,0,1,0,0,0,1,1,0,24
548,0,0,1,0,0,0,1,0,0,1,0,0,0,25
549,0,0,1,0,0,0,1,0,0,1,0,1,1,21
550,0,0,1,0,0,0,1,0,0,1,1,0,1,18
551,0,0,1,0,0,0,1,0,0,1,1,1,1,28
552,0,0,1,0,0,0,1,0,1,0,0,0,0,19
553,0,0,1,0,0,0,1,0,1,0,0,1,1,34
554,0,0,1,0,0,0,1,0,1,0,1,0,1,27
555,0,0,1,0,0,0,1,0,1,0,1,1,1,20
556,0,0,1,0,0,0,1,0,1,1,0,0,0,20
557,0,0,1,0,0,0,1,0,1,1,0,1,1,24
558,0,0,1,0,0,0,1,0,1,1,1,0,1,31
559,0,0,1,0,0,0,1,0,1,1,1,1,1,27
560,0,0,1,0,0,0,1,1,0,0,0,0,0,20
561,0,0,1,0,0,0,1,1,0,0,0,1,0,23
562,0,0,1,0,0,0,1,1,0,0,1,0,0,26
563,0,0,1,0,0,0,1,1,0,0,1,1,0,27
564,0,0,1,0,0,0,1,1,0,1,0,0,0,28
565,0,0,1,0,0,0,1,1,0,1,0,1,1,32
566,0,0,1,0,0,0,1,1,0,1,1,0,1,20
567,0,0,1,0,0,0,1,1,0,1,1,1,1,28
568,0,0,1,0,0,0,1,1,1,0,0,0,0,25
569,0,0,1,0,0,0,1,1,1,0,0,1,1,20
570,0,0,1,0,0,0,1,1,1,0,1,0,1,17
571,0,0,1,0,0,0,1,1,1,0,1,1,1,28
572,0,0,1,0,0,0,1,1,1,1,0,0,0,24
573,0,0,1,0,0,0,1,1,1,1,0,1,1,26
574,0,0,1,0,0,0,1,1,1,1,1,0,1,26
575,0,0,1,0,0,0,1,1,1,1,1,1,1,36
576,0,0,1,0,0,1,0,0,0,0,0,0,0,22
577,0,0,1,0,0,1,0,0,0,0,0,1,0,26
578,0,0,1,0,0,1,0,0,0,0,1,0,0,29
579,0,0,1,0,0,1,0,0,0,0,1,1,0,31
580,0,0,1,0,0,1,0,0,0,1,0,0,0,26
581,0,0,1,0,0,1,0,0,0,1,0,1,1,23
582,0,0,1,0,0,1,0,0,0,1,1,0,1,22
583,0,0,1,0,0,1,0,0,0,1,1,1,1,26
584,0,0,1,0,0,1,0,0,1,0,0,0,0,31
585,0,0,1,0,0,1,0,0,1,0,0,1,1,28
586,0,0,1,0,0,1,0,0,1,0,1,0,1,24
587,0,0,1,0,0,1,0,0,1,0,1,1,1,15
588,0,0,1,0,0,1,0,0,1,1,0,0,0,30
589,0,0,1,0,0,1,0,0,1,1,0,1,1,21
590,0,0,1,0,0,1,0,0,1,1,1,0,1,17
591,0,0,1,0,0,1,0,0,1,1,1,1,1,34
592,0,0,1,0,0,1,0,1,0,0,0,0,0,27
593,0,0,1,0,0,1,0,1,0,0,0,1,0,29
594,0,0,1,0,0,1,0,1,0,0,1,0,0,25
595,0,0,1,0,0,1,0,1,0,0,1,1,0,32
596,0,0,1,0,0,1,0,1,0,1,0,0,0,25
597,0,0,1,0,0,1,0,1,0,1,0,1,1,18
598,0,0,1,0,0,1,0,1,0,1,1,0,1,32
599,0,0,1,0,0,1,0,1,0,1,1,1,1,21
600,0,0,1,0,0,1,0,1,1,0,0,0,0,16
601,0,0,1,0,0,1,0,1,1,0,0,1,1,29
602,0,0,1,0,0,1,0,1,1,0,1,0,1,23
603,0,0,1,0,0,1,0,1,1,0,1,1,1,19
604,0,0,1,0,0,1,0,1,1,1,0,0,0,33
605,0,0,1,0,0,1,0,1,1,1,0,1,1,28
606,0,0,1,0,0,1,0,1,1,1,1,0,1,20
607,0,0,1,0,0,1,0,1,1,1,1,1,1,36
608,0,0,1,0,0,1,1,0,0,0,0,0,0,28
609,0,0,1,0,0,1,1,0,0,0,0,1,0,27
610,0,0,1,0,0,1,1,0,0,0,1,0,0,25
611,0,0,1,0,0,1,1,0,0,0,1,1,0,23
612,0,0,1,0,0,1,1,0,0,1,0,0,0,21
613,0,0,1,0,0,1,1,0,0,1,0,1,1,22
614,0,0,1,0,0,1,1,0,0,1,1,0,1,24
615,0,0,1,0,0,1,1,0,0,1,1,1,1,23
616,0,0,1,0,0,1,1,0,1,0,0,0,0,30
617,0,0,1,0,0,1,1,0,1,0,0,1,1,19
618,0,0,1,0,0,1,1,0,1,0,1,0,1,29
619,0,0,1,0,0,1,1,0,1,0,1,1,1,20
620,0,0,1,0,0,1,1,0,1,1,0,0,0,27
621,0,0,1,0,0,1,1,0,1,1,0,1,1,27
622,0,0,1,0,0,1,1,0,1,1,1,0,1,27
623,0,0,1,0,0,1,1,0,1,1,1,1,1,29
624,0,0,1,0,0,1,1,1,0,0,0,0,0,23
625,0,0,1,0,0,1,1,1,0,0,0,1,0,27
626,0,0,1,0,0,1,1,1,0,0,1,0,0,16
627,0,0,1,0,0,1,1,1,0,0,1,1,0,26
628,0,0,1,0,0,1,1,1,0,1,0,0,0,24
629,0,0,1,0,0,1,1,1,0,1,0,1,1,27
630,0,0,1,0,0,1,1,1,0,1,1,0,1,21
631,0,0,1,0,0,1,1,1,0,1,1,1,1,30
632,0,0,1,0,0,1,1,1,1,0,0,0,0,33
633,0,0,1,0,0,1,1,1,1,0,0,1,1,26
634,0,0,1,0,0,1,1,1,1,0,1,0,1,23
635,0,0,1,0,0,1,1,1,1,0,1,1,1,34
636,0,0,1,0,0,1,1,1,1,1,0,0,0,20
637,0,0,1,0,0,1,1,1,1,1,0,1,1,25
638,0,0,1,0,0,1,1,1,1,1,1,0,1,28
639,0,0,1,0,0,1,1,1,1,1,1,1,1,25
640,0,0,1,0,1,0,0,0,0,0,0,0,0,29
641,0,0,1,0,1,0,0,0,0,0,0,1,0,23
642,0,0,1,0,1,0,0,0,0,0,1,0,0,23
643,0,0,1,0,1,0,0,0,0,0,1,1,0,27
644,0,0,1,0,1,0,0,0,0,1,0,0,0,25
645,0,0,1,0,1,0,0,0,0,1,0,1,1,24
646,0,0,1,0,1,0,0,0,0,1,1,0,1,26
647,0,0,1,0,1,0,0,0,0,1,1,1,1,21
648,0,0,1,0,1,0,0,0,1,0,0,0,0,27
649,0,0,1,0,1,0,0,0,1,0,0,1,1,25
650,0,0,1,0,1,0,0,0,1,0,1,0,1,16
651,0,0,1,0,1,0,0,0,1,0,1,1,1,22
652,0,0,1,0,1,0,0,0,1,1,0,0,0,30
653,0,0,1,0,1,0,0,0,1,1,0,1,1,23
654,0,0,1,0,1,0,0,0,1,1,1,0,1,21
655,0,0,1,0,1,0,0,0,1,1,1,1,1,17
656,0,0,1,0,1,0,0,1,0,0,0,0,0,30
657,0,0,1,0,1,0,0,1,0,0,0,1,0,21
658,0,0,1,0,1,0,0,1,0,0,1,0,0,26
659,0,0,1,0,1,0,0,1,0,0,1,1,0,20
660,0,0,1,0,1,0,0,1,0,1,0,0,0,27
661,0,0,1,0,1,0,0,1,0,1,0,1,1,28
662,0,0,1,0,1,0,0,1,0,1,1,0,1,23
663,0,0,1,0,1,0,0,1,0,1,1,1,1,30
664,0,0,1,0,1,0,0,1,1,0,0,0,0,22
665,0,0,1,0,1,0,0,1,1,0,0,1,1,19
666,0,0,1,0,1,0,0,1,1,0,1,0,1,14
667,0,0,1,0,1,0,0,1,1,0,1,1,1,20
668,0,0,1,0,1,0,0,1,1,1,0,0,0,29
669,0,0,1,0,1,0,0,1,1,1,0,1,1,26
670,0,0,1,0,1,0,0,1,1,1,1,0,1,24
671,0,0,1,0,1,0,0,1,1,1,1,1,1,18
672,0,0,1,0,1,0,1,0,0,0,0,0,0,27
673,0,0,1,0,1,0,1,0,0,0,0,1,0,27
674,0,0,1,0,1,0,1,0,0,0,1,0,0,25
675,0,0,1,0,1,0,1,0,0,0,1,1,0,18
676,0,0,1,0,1,0,1,0,0,1,0,0,0,19
677,0,0,1,0,1,0,1,0,0,1,0,1,1,21
678,0,0,1,0,1,0,1,0,0,1,1,0,1,26
679,0,0,1,0,1,0,1,0,0,1,1,1,1,23
680,0,0,1,0,1,0,1,0,1,0,0,0,0,29
681,0,0,1,0,1,0,1,0,1,0,0,1,1,30
682,0,0,1,0,1,0,1,0,1,0,1,0,1,32
683,0,0,1,0,1,0,1,0,1,0,1,1,1,15
684,0,0,1,0,1,0,1,0,1,1,0,0,0,24
685,0,0,1,0,1,0,1,0,1,1,0,1,1,19
686,0,0,1,0,1,0,1,0,1,1,1,0,1,20
687,0,0,1,0,1,0,1,0,1,1,1,1,1,20
688,0,0,1,0,1,0,1,1,0,0,0,0,1,16
689,0,0,1,0,1,0,1,1,0,0,0,1,1,23
690,0,0,1,0,1,0,1,1,0,0,1,0,1,25
691,0,0,1,0,1,0,1,1,0,0,1,1,1,21
692,0,0,1,0,1,0,1,1,0,1,0,0,1,26
693,0,0,1,0,1,0,1,1,0,1,0,1,1,27
694,0,0,1,0,1,0,1,1,0,1,1,0,1,28
695,0,0,1,0,1,0,1,1,0,1,1,1,1,27
696,0,0,1,0,1,0,1,1,1,0,0,0,1,23
697,0,0,1,0,1,0,1,1,1,0,0,1,1,25
698,0,0,1,0,1,0,1,1,1,0,1,0,1,21
699,0,0,1,0,1,0,1,1,1,0,1,1,1,16
700,0,0,1,0,1,0,1,1,1,1,0,0,1,23
701,0,0,1,0,1,0,1,1,1,1,0,1,1,21
702,0,0,1,0,1,0,1,1,1,1,1,0,1,22
703,0,0,1,0,1,0,1,1,1,1,1,1,1,26
704,0,0,1,0,1,1,0,0,0,0,0,0,0,29
705,0,0,1,0,1,1,0,0,0,0,0,1,0,26
706,0,0,1,0,1,1,0,0,0,0,1,0,0,29
707,0,0,1,0,1,1,0,0,0,0,1,1,0,31
708,0,0,1,0,1,1,0,0,0,1,0,0,0,18
709,0,0,1,0,1,1,0,0,0,1,0,1,1,31
710,0,0,1,0,1,1,0,0,0,1,1,0,1,30
711,0,0,1,0,1,1,0,0,0,1,1,1,1,25
712,0,0,1,0,1,1,0,0,1,0,0,0,0,15
713,0,0,1,0,1,1,0,0,1,0,0,1,1,30
714,0,0,1,0,1,1,0,0,1,0,1,0,1,19
715,0,0,1,0,1,1,0,0,1,0,1,1,1,19
716,0,0,1,0,1,1,0,0,1,1,0,0,0,22
717,0,0,1,0,1,1,0,0,1,1,0,1,1,24
718,0,0,1,0,1,1,0,0,1,1,1,0,1,21
719,0,0,1,0,1,1,0,0,1,1,1,1,1,28
720,0,0,1,0,1,1,0,1,0,0,0,0,1,28
721,0,0,1,0,1,1,0,1,0,0,0,1,1,29
722,0,0,1,0,1,1,0,1,0,0,1,0,1,29
723,0,0,1,0,1,1,0,1,0,0,1,1,1,21
724,0,0,1,0,1,1,0,1,0,1,0,0,1,21
725,0,0,1,0,1,1,0,1,0,1,0,1,1,16
726,0,0,1,0,1,1,0,1,0,1,1,0,1,20
727,0,0,1,0,1,1,0,1,0,1,1,1,1,21
728,0,0,1,0,1,1,0,1,1,0,0,0,1,20
729,0,0,1,0,1,1,0,1,1,0,0,1,1,25
730,0,0,1,0,1,1,0,1,1,0,1,0,1,29
731,0,0,1,0,1,1,0,1,1,0,1,1,1,29
732,0,0,1,0,1,1,0,1,1,1,0,0,1,22
733,0,0,1,0,1,1,0,1,1,1,0,1,1,25
734,0,0,1,0,1,1,0,1,1,1,1,0,1,27
735,0,0,1,0,1,1,0,1,1,1,1,1,1,16
736,0,0,1,0,1,1,1,0,0,0,0,0,0,32
737,0,0,1,0,1,1,1,0,0,0,0,1,0,31
738,0,0,1,0,1,1,1,0,0,0,1,0,0,23
739,0,0,1,0,1,1,1,0,0,0,1,1,0,26
740,0,0,1,0,1,1,1,0,0,1,0,0,0,20
741,0,0,1,0,1,1,1,0,0,1,0,1,1,18
742,0,0,1,0,1,1,1,0,0,1,1,0,1,24
743,0,0,1,0,1,1,1,0,0,1,1,1,1,25
744,0,0,1,0,1,1,1,0,1,0,0,0,0,22
745,0,0,1,0,1,1,1,0,1,0,0,1,1,25
746,0,0,1,0,1,1,1,0,1,0,1,0,1,28
747,0,0,1,0,1,1,1,0,1,0,1,1,1,28
748,0,0,1,0,1,1,1,0,1,1,0,0,0,23
749,0,0,1,0,1,1,1,0,1,1,0,1,1,21
750,0,0,1,0,1,1,1,0,1,1,1,0,1,21
751,0,0,1,0,1,1,1,0,1,1,1,1,1,33
752,0,0,1,0,1,1,1,1,0,0,0,0,1,23
753,0,0,1,0,1,1,1,1,0,0,0,1,1,16
754,0,0,1,0,1,1,1,1,0,0,1,0,1,14
755,0,0,1,0,1,1,1,1,0,0,1,1,1,31
756,0,0,1,0,1,1,1,1,0,1,0,0,1,28
757,0,0,1,0,1,1,1,1,0,1,0,1,1,17
758,0,0,1,0,1,1,1,1,0,1,1,0,1,30
759,0,0,1,0,1,1,1,1,0,1,1,1,1,20
760,0,0,1,0,1,1,1,1,1,0,0,0,1,25
761,0,0,1,0,1,1,1,1,1,0,0,1,1,28
762,0,0,1,0,1,1,1,1,1,0,1,0,1,23
763,0,0,1,0,1,1,1,1,1,0,1,1,1,19
764,0,0,1,0,1,1,1,1,1,1,0,0,1,21
765,0,0,1,0,1,1,1,1,1,1,0,1,1,24
766,0,0,1,0,1,1,1,1,1,1,1,0,1,29
767,0,0,1,0,1,1,1,1,1,1,1,1,1,26
768,0,0,1,1,0,0,0,0,0,0,0,0,1,27
769,0,0,1,1,0,0,0,0,0,0,0,1,1,23
770,0,0,1,1,0,0,0,0,0,0,1,0,1,32
771,0,0,1,1,0,0,0,0,0,0,1,1,1,29
772,0,0,1,1,0,0,0,0,0,1,0,0,1,20
773,0,0,1,1,0,0,0,0,0,1,0,1,1,30
774,0,0,1,1,0,0,0,0,0,1,1,0,1,25
775,0,0,1,1,0,0,0,0,0,1,1,1,1,17
776,0,0,1,1,0,0,0,0,1,0,0,0,1,25
777,0,0,1,1,0,0,0,0,1,0,0,1,1,27
778,0,0,1,1,0,0,0,0,1,0,1,0,1,17
779,0,0,1,1,0,0,0,0,1,0,1,1,1,23
780,0,0,1,1,0,0,0,0,1,1,0,0,1,22
781,0,0,1,1,0,0,0,0,1,1,0,1,1,29
782,0,0,1,1,0,0,0,0,1,1,1,0,1,28
783,0,0,1,1,0,0,0,0,1,1,1,1,1,21
784,0,0,1,1,0,0,0,1,0,0,0,0,1,26
785,0,0,1,1,0,0,0,1,0,0,0,1,1,18
786,0,0,1,1,0,0,0,1,0,0,1,0,1,27
787,0,0,1,1,0,0,0,1,0,0,1,1,1,20
788,0,0,1,1,0,0,0,1,0,1,0,0,1,23
789,0,0,1,1,0,0,0,1,0,1,0,1,1,26
790,0,0,1,1,0,0,0,1,0,1,1,0,1,23
791,0,0,1,1,0,0,0,1,0,1,1,1,1,24
792,0,0,1,1,0,0,0,1,1,0,0,0,1,22
793,0,0,1,1,0,0,0,1,1,0,0,1,1,25
794,0,0,1,1,0,0,0,1,1,0,1,0,1,17
795,0,0,1,1,0,0,0,1,1,0,1,1,1,21
796,0,0,1,1,0,0,0,1,1,1,0,0,1,22
797,0,0,1,1,0,0,0,1,1,1,0,1,1,24
798,0,0,1,1,0,0,0,1,1,1,1,0,1,21
799,0,0,1,1,0,0,0,1,1,1,1,1,1,21
800,0,0,1,1,0,0,1,0,0,0,0,0,1,22
801,0,0,1,1,0,0,1,0,0,0,0,1,1,26
802,0,0,1,1,0,0,1,0,0,0,1,0,1,25
803,0,0,1,1,0,0,1,0,0,0,1,1,1,22
804,0,0,1,1,0,0,1,0,0,1,0,0,1,21
805,0,0,1,1,0,0,1,0,0,1,0,1,1,22
806,0,0,1,1,0,0,1,0,0,1,1,0,1,22
807,0,0,1,1,0,0,1,0,0,1,1,1,1,20
808,0,0,1,1,0,0,1,0,1,0,0,0,1,21
809,0,0,1,1,0,0,1,0,1,0,0,1,1,26
810,0,0,1,1,0,0,1,0,1,0,1,0,1,21
811,0,0,1,1,0,0,1,0,1,0,1,1,1,24
812,0,0,1,1,0,0,1,0,1,1,0,0,1,27
813,0,0,1,1,0,0,1,0,1,1,0,1,1,26
814,0,0,1,1,0,0,1,0,1,1,1,0,1,29
815,0,0,1,1,0,0,1,0,1,1,1,1,1,10
816,0,0,1,1,0,0,1,1,0,0,0,0,1,27
817,0,0,1,1,0,0,1,1,0,0,0,1,1,21
818,0,0,1,1,0,0,1,1,0,0,1,0,1,29
819,0,0,1,1,0,0,1,1,0,0,1,1,1,35
820,0,0,1,1,0,0,1,1,0,1,0,0,1,22
821,0,0,1,1,0,0,1,1,0,1,0,1,1,21
822,0,0,1,1,0,0,1,1,0,1,1,0,1,19
823,0,0,1,1,0,0,1,1,0,1,1,1,1,22
824,0,0,1,1,0,0,1,1,1,0,0,0,1,30
825,0,0,1,1,0,0,1,1,1,0,0,1,1,21
826,0,0,1,1,0,0,1,1,1,0,1,0,1,14
827,0,0,1,1,0,0,1,1,1,0,1,1,1,27
828,0,0,1,1,0,0,1,1,1,1,0,0,1,22
829,0,0,1,1,0,0,1,1,1,1,0,1,1,20
830,0,0,1,1,0,0,1,1,1,1,1,0,1,29
831,0,0,1,1,0,0,1,1,1,1,1,1,1,25
832,0,0,1,1,0,1,0,0,0,0,0,0,1,25
833,0,0,1,1,0,1,0,0,0,0,0,1,1,25
834,0,0,1,1,0,1,0,0,0,0,1,0,1,21
835,0,0,1,1,0,1,0,0,0,0,1,1,1,24
836,0,0,1,1,0,1,0,0,0,1,0,0,1,23
837,0,0,1,1,0,1,0,0,0,1,0,1,1,20
838,0,0,1,1,0,1,0,0,0,1,1,0,1,24
839,0,0,1,1,0,1,0,0,0,1,1,1,1,20
840,0,0,1,1,0,1,0,0,1,0,0,0,1,23
841,0,0,1,1,0,1,0,0,1,0,0,1,1,31
842,0,0,1,1,0,1,0,0,1,0,1,0,1,32
843,0,0,1,1,0,1,0,0,1,0,1,1,1,24
844,0,0,1,1,0,1,0,0,1,1,0,0,1,30
845,0,0,1,1,0,1,0,0,1,1,0,1,1,26
846,0,0,1,1,0,1,0,0,1,1,1,0,1,20
847,0,0,1,1,0,1,0,0,1,1,1,1,1,31
848,0,0,1,1,0,1,0,1,0,0,0,0,1,21
849,0,0,1,1,0,1,0,1,0,0,0,1,1,29
850,0,0,1,1,0,1,0,1,0,0,1,0,1,23
851,0,0,1,1,0,1,0,1,0,0,1,1,1,27
852,0,0,1,1,0,1,0,1,0,1,0,0,1,31
853,0,0,1,1,0,1,0,1,0,1,0,1,1,21
854,0,0,1,1,0,1,0,1,0,1,1,0,1,33
855,0,0,1,1,0,1,0,1,0,1,1,1,1,21
856,0,0,1,1,0,1,0,1,1,0,0,0,1,21
857,0,0,1,1,0,1,0,1,1,0,0,1,1,19
858,0,0,1,1,0,1,0,1,1,0,1,0,1,20
859,0,0,1,1,0,1,0,1,1,0,1,1,1,30
860,0,0,1,1,0,1,0,1,1,1,0,0,1,30
861,0,0,1,1,0,1,0,1,1,1,0,1,1,19
862,0,0,1,1,0,1,0,1,1,1,1,0,1,23
863,0,0,1,1,0,1,0,1,1,1,1,1,1,23
864,0,0,1,1,0,1,1,0,0,0,0,0,1,19
865,0,0,1,1,0,1,1,0,0,0,0,1,1,26
866,0,0,1,1,0,1,1,0,0,0,1,0,1,22
867,0,0,1,1,0,1,1,0,0,0,1,1,1,25
868,0,0,1,1,0,1,1,0,0,1,0,0,1,23
869,0,0,1,1,0,1,1,0,0,1,0,1,1,20
870,0,0,1,1,0,1,1,0,0,1,1,0,1,25
871,0,0,1,1,0,1,1,0,0,1,1,1,1,25
872,0,0,1,1,0,1,1,0,1,0,0,0,1,24
873,0,0,1,1,0,1,1,0,1,0,0,1,1,24
874,0,0,1,1,0,1,1,0,1,0,1,0,1,29
875,0,0,1,1,0,1,1,0,1,0,1,1,1,15
876,0,0,1,1,0,1,1,0,1,1,0,0,1,17
877,0,0,1,1,0,1,1,0,1,1,0,1,1,22
878,0,0,1,1,0,1,1,0,1,1,1,0,1,24
879,0,0,1,1,0,1,1,0,1,1,1,1,1,16
880,0,0,1,1,0,1,1,1,0,0,0,0,1,20
881,0,0,1,1,0,1,1,1,0,0,0,1,1,27
882,0,0,1,1,0,1,1,1,0,0,1,0,1,37
883,0,0,1,1,0,1,1,1,0,0,1,1,1,25
884,0,0,1,1,0,1,1,1,0,1,0,0,1,27
885,0,0,1,1,0,1,1,1,0,1,0,1,1,18
886,0,0,1,1,0,1,1,1,0,1,1,0,1,23
887,0,0,1,1,0,1,1,1,0,1,1,1,1,25
888,0,0,1,1,0,1,1,1,1,0,0,0,1,30
889,0,0,1,1,0,1,1,1,1,0,0,1,1,17
890,0,0,1,1,0,1,1,1,1,0,1,0,1,34
891,0,0,1,1,0,1,1,1,1,0,1,1,1,28
892,0,0,1,1,0,1,1,1,1,1,0,0,1,27
893,0,0,1,1,0,1,1,1,1,1,0,1,1,18
894,0,0,1,1,0,1,1,1,1,1,1,0,1,35
895,0,0,1,1,0,1,1,1,1,1,1,1,1,22
896,0,0,1,1,1,0,0,0,0,0,0,0,1,22
897,0,0,1,1,1,0,0,0,0,0,0,1,1,28
898,0,0,1,1,1,0,0,0,0,0,1,0,1,27
899,0,0,1,1,1,0,0,0,0,0,1,1,1,23
900,0,0,1,1,1,0,0,0,0,1,0,0,1,33
901,0,0,1,1,1,0,0,0,0,1,0,1,1,33
902,0,0,1,1,1,0,0,0,0,1,1,0,1,24
903,0,0,1,1,1,0,0,0,0,1,1,1,1,35
904,0,0,1,1,1,0,0,0,1,0,0,0,1,23
905,0,0,1,1,1,0,0,0,1,0,0,1,1,23
906,0,0,1,1,1,0,0,0,1,0,1,0,1,25
907,0,0,1,1,1,0,0,0,1,0,1,1,1,20
908,0,0,1,1,1,0,0,0,1,1,0,0,1,18
909,0,0,1,1,1,0,0,0,1,1,0,1,1,31
910,0,0,1,1,1,0,0,0,1,1,1,0,1,21
911,0,0,1,1,1,0,0,0,1,1,1,1,1,20
912,0,0,1,1,1,0,0,1,0,0,0,0,1,23
913,0,0,1,1,1,0,0,1,0,0,0,1,1,27
914,0,0,1,1,1,0,0,1,0,0,1,0,1,25
915,0,0,1,1,1,0,0,1,0,0,1,1,1,24
916,0,0,1,1,1,0,0,1,0,1,0,0,1,15
917,0,0,1,1,1,0,0,1,0,1,0,1,1,28
918,0,0,1,1,1,0,0,1,0,1,1,0,1,28
919,0,0,1,1,1,0,0,1,0,1,1,1,1,23
920,0,0,1,1,1,0,0,1,1,0,0,0,1,28
921,0,0,1,1,1,0,0,1,1,0,0,1,1,19
922,0,0,1,1,1,0,0,1,1,0,1,0,1,17
923,0,0,1,1,1,0,0,1,1,0,1,1,1,14
924,0,0,1,1,1,0,0,1,1,1,0,0,1,25
925,0,0,1,1,1,0,0,1,1,1,0,1,1,24
